Latitude,Longitude,Pays
-6.0996149,-47.908617,Brazil
-6.1002211,-37.637786,Brazil
-6.1197231,39.1655852,Tanzania
-6.1376813,106.3624587,Indonesia
-6.1379413,-35.0988239,Brazil
-6.2463128,-62.7078044,Brazil
-6.2513662,-76.2760582,Peru
-6.2776901,106.9668082,Indonesia
-6.2910974,105.8366148,Indonesia
-6.3185996,108.0578727,Indonesia
-6.3321789,107.1257061,Indonesia
-6.3550331,107.720164,Indonesia
-6.3592499,-48.7085724,Brazil
-6.3739017,-47.7417018,Brazil
-6.3850746,107.4585146,Indonesia
-6.3877345,-79.7937374,Peru
-6.3956301,-41.7532893,Brazil
-6.4083152,108.2091241,Indonesia
-6.4373892,106.9693057,Indonesia
-6.473873,-37.1104807,Brazil
-6.5566018,-80.0416338,Peru
-6.5624293,107.6133773,Indonesia
-6.5791417,110.6682336,Indonesia
-6.6068352,106.8142341,Indonesia
-6.6465488,107.0531516,Indonesia
-6.6502656,-42.5411512,Brazil
-6.6589501,-37.427843,Brazil
-6.6684362,-41.716902,Brazil
-6.7053624,106.8537395,Indonesia
-6.7106782,-47.7568651,Brazil
-6.7122294,107.9607451,Indonesia
-6.7122833,107.2039732,Indonesia
-6.7202501,108.5745485,Indonesia
-6.7242305,108.3107374,Indonesia
-6.7357765,-62.9902843,Brazil
-6.7503617,-51.225517,Brazil
-6.7554177,107.0106936,Indonesia
-6.756769,111.1135584,Indonesia
-6.7758195,110.616818,Indonesia
-6.7916931,111.8922155,Indonesia
-6.8707319,109.2394102,Indonesia
-6.8893813,-38.5494248,Brazil
-6.8944552,-36.8840657,Brazil
-6.9024459,-63.0720506,Brazil
-6.9125224,107.9885995,Indonesia
-6.9375299,-34.9041666,Brazil
-6.9579234,-37.3706684,Brazil
-6.9637927,111.6145594,Indonesia
-6.9643585,108.0070102,Indonesia
-6.9825779,-42.066108,Brazil
-6.9966018,110.7918405,Indonesia
-62.2225572,-58.7873357,Antarctica
-64.7744097,-64.0506739,Antarctica
-64.8449334,-62.5272811,Antarctica
-7.0062086,110.570903,Indonesia
-7.0162755,111.8399057,Indonesia
-7.0175487,-78.7361075,Peru
-7.0239205,-47.8716281,Brazil
-7.0598961,110.7945207,Indonesia
-7.0626593,112.2691423,Indonesia
-7.0720553,-41.4676497,Brazil
-7.074225,111.0873663,Indonesia
-7.0814563,112.757702,Indonesia
-7.1042084,-39.6994353,Brazil
-7.1050302,111.0251927,Indonesia
-7.120945,110.4720461,Indonesia
-7.1434396,113.4392264,Indonesia
-7.150585,-78.5161134,Peru
-7.1605861,-63.1191032,Brazil
-7.1721981,112.0153473,Indonesia
-7.1795607,110.7534745,Indonesia
-7.1852874,112.6291598,Indonesia
-7.1949226,-36.6446225,Brazil
-7.1973349,107.1864206,Indonesia
-7.2215726,112.4657267,Indonesia
-7.2511872,111.831592,Indonesia
-7.2851192,112.1998608,Indonesia
-7.2900051,108.477239,Indonesia
-7.2986453,-35.5225365,Brazil
-7.3136608,107.0451785,Indonesia
-7.3430231,-44.354629,Brazil
-7.3443366,-39.081675,Brazil
-7.3505149,109.017857,Indonesia
-7.3608016,109.470457,Indonesia
-7.373372,-47.3393883,Brazil
-7.3941418,-43.1246026,Brazil
-7.3951715,109.4373853,Indonesia
-7.3961727,108.0790039,Indonesia
-7.4302855,-40.6829709,Brazil
-7.46546,-44.7784606,Brazil
-7.4934148,111.9120224,Indonesia
-7.5062947,-43.0907822,Brazil
-7.5137085,108.0416677,Indonesia
-7.5148425,-39.7221276,Brazil
-7.5162055,110.1518668,Indonesia
-7.5182411,110.030002,Indonesia
-7.5335243,111.9811863,Indonesia
-7.5769568,-72.7727808,Brazil
-7.6220391,108.257841,Indonesia
-7.6570824,107.7003065,Indonesia
-7.6607188,-49.0117452,Brazil
-7.6833884,112.0312897,Indonesia
-7.6998298,109.0201159,Indonesia
-7.7136376,112.6669541,Indonesia
-7.7444274,113.7229532,Indonesia
-7.7480306,109.9155039,Indonesia
-7.7555515,109.9674054,Indonesia
-7.7566542,-35.9446501,Brazil
-7.7643633,110.9569392,Indonesia
-7.7675611,-41.2256974,Brazil
-7.7785737,-42.2568923,Brazil
-7.7994316,110.3643836,Indonesia
-7.8078816,112.1080847,Indonesia
-7.8191207,-63.1949305,Brazil
-7.8414504,-47.5116178,Brazil
-7.8885832,112.5312442,Indonesia
-7.893774,-38.0878381,Brazil
-7.9183727,-78.2835455,Peru
-7.943549,112.1215429,Indonesia
-7.9715842,110.1946,Indonesia
-8.0055063,-35.1929591,Brazil
-8.0184103,-78.3176724,Peru
-8.0600755,112.6265594,Indonesia
-8.0872979,-39.4388076,Brazil
-8.0981801,112.3411101,Indonesia
-8.0999849,-35.516808,Brazil
-8.117398,-34.9010993,Brazil
-8.1888045,112.1892751,Indonesia
-8.2046039,113.0666569,Indonesia
-8.2195049,113.3869548,Indonesia
-8.2220819,114.3807369,Indonesia
-8.2356958,112.8312954,Indonesia
-8.235974,-37.269026,Brazil
-8.253682,-78.2329774,Peru
-8.258288,113.2678134,Indonesia
-8.2778034,116.5900895,Indonesia
-8.2780197,115.542486,Indonesia
-8.289189,-35.9775384,Brazil
-8.3078014,120.4912193,Indonesia
-8.3363136,115.379287,Indonesia
-8.3439249,114.3414223,Indonesia
-8.3458356,122.9051182,Indonesia
-8.359456,116.5314849,Indonesia
-8.3750675,112.674813,Indonesia
-8.3957114,115.0359599,Indonesia
-8.406152,116.4555402,Indonesia
-8.4285142,-37.0592024,Brazil
-8.4390891,115.4831321,Indonesia
-8.4716709,-45.8937925,Brazil
-8.4842128,122.5489296,Indonesia
-8.5313068,-35.0108099,Brazil
-8.5854052,-35.3881044,Brazil
-8.6585391,116.1395648,Indonesia
-8.6658289,116.2573413,Indonesia
-8.6697039,118.3634108,Indonesia
-8.6704715,116.7634812,Indonesia
-8.6932311,116.2288854,Indonesia
-8.7290398,-37.4718288,Brazil
-8.7543719,120.6173904,Indonesia
-8.781438,-35.8181719,Brazil
-8.7922953,-50.4700178,Brazil
-8.7947053,115.1619194,Indonesia
-8.8163219,117.3248004,Indonesia
-8.8202133,-67.0974332,Brazil
-8.8435673,-36.0637285,Brazil
-8.8579155,115.9736274,Indonesia
-8.8642695,-36.4962455,Brazil
-8.9908513,-39.1948978,Brazil
-9.0675436,-38.4026831,Brazil
-9.0935362,124.7413552,Indonesia
-9.1008527,-68.7001897,Brazil
-9.1470095,-44.41221,Brazil
-9.2557188,-49.9031806,Brazil
-9.2849115,124.6532457,Indonesia
-9.3513119,-62.580862,Brazil
-9.4230498,-42.9512537,Brazil
-9.4473292,-40.4879694,Brazil
-9.4776308,-40.4617352,Brazil
-9.5247622,-40.1036827,Brazil
-9.5281137,-36.9861174,Brazil
-9.5534023,-37.3819967,Brazil
-9.5578274,-44.8743456,Brazil
-9.5926164,-67.5430854,Brazil
-9.6173248,-36.5952806,Brazil
-9.6568433,-50.8847599,Brazil
-9.6584775,120.2537312,Indonesia
-9.6867092,120.366358,Indonesia
-9.6963823,-68.1075614,Brazil
-9.7125891,-38.1492412,Brazil
-9.7560775,-67.9921002,Brazil
-9.7595965,-37.2055356,Brazil
-9.8665775,-75.0177857,Peru
-9.8667014,-41.7318587,Brazil
-9.8670469,124.308458,Indonesia
-9.9087239,-44.2244242,Brazil
-9.9213277,-37.2764189,Brazil
-9.923754,-77.3874293,Peru
-9.9290494,-63.0297388,Brazil
-9.9344735,-49.5783283,Brazil
-9.9481031,-56.9008283,Brazil
0.023286,32.4430804,Uganda
0.1456653,-51.1437553,Brazil
0.2733173,-60.5185801,Brazil
0.2983946,100.8596914,Indonesia
0.3056711,101.3892042,Indonesia
0.3529881,101.2032949,Indonesia
0.3611966,109.466952,Indonesia
0.378126,109.9594391,Indonesia
0.3956524,100.11359,Indonesia
0.4434398,101.3279101,Indonesia
0.4494102,36.7380707,Kenya
0.4526616,120.9005237,Indonesia
0.4915463,39.3061665,Kenya
0.4926363,117.5405158,Indonesia
0.5030325,122.5894524,Indonesia
0.5222578,122.5526834,Indonesia
0.5294914,100.7330887,Indonesia
0.5796084,-50.7982949,Brazil
0.5816881,99.996017,Indonesia
0.6136442,110.3984517,Indonesia
0.7081468,101.440933,Indonesia
0.7263915,-78.2190928,Ecuador
0.8551533,-59.6208212,Brazil
0.8665257,35.16247,Kenya
0.8923121,109.0716635,Indonesia
0.9057349,124.4480985,Indonesia
0.9122693,120.3397509,Indonesia
0.9196417,124.1278441,Indonesia
0.9342559,101.3183665,Indonesia
0.9950147,122.3912707,Indonesia
1.0159642,110.3604401,Malaysia
1.0457862,35.9633562,Kenya
1.0522895,111.6903403,Malaysia
1.1192014,99.7553379,Indonesia
1.2026467,-77.2949519,Colombia
1.2292341,121.2487047,Indonesia
1.2399041,-77.5969764,Colombia
1.2773398,124.7449935,Indonesia
1.3580768,172.9289405,Kiribati
1.3693372,97.3070937,Indonesia
1.4098904,99.8015267,Indonesia
1.4374754,-75.8389169,Colombia
1.4619215,110.2661631,Malaysia
1.4698397,103.8773807,Malaysia
1.5109331,124.9220435,Indonesia
1.5514555,101.0138434,Indonesia
1.5898581,101.1028604,Indonesia
1.6108901,101.7988484,Indonesia
1.6600477,37.8305758,Kenya
1.677222,103.6417231,Malaysia
1.709568,117.0989298,Indonesia
1.8013754,-77.2675348,Colombia
1.8749398,37.8806689,Kenya
1.8785515,98.5769148,Indonesia
1.8922127,98.661043,Indonesia
1.8927993,100.7282635,Indonesia
1.9869491,99.180492,Indonesia
10.0120394,-83.1019795,Costa Rica
10.0293363,99.0614368,Thailand
10.0324965,78.3428755,India
10.0370728,76.6486956,India
10.0667541,79.1248457,India
10.1269604,123.6033345,Philippines
10.1321166,-74.9522116,Colombia
10.1411924,78.4034961,India
10.1547684,76.4517735,India
10.211402,76.7076429,India
10.2134573,-2.651782,Ghana
10.2331909,123.7645887,Philippines
10.2340005,77.3269257,India
10.2460019,123.8304622,Philippines
10.2984139,125.1374047,Philippines
10.3404585,79.380413,India
10.3666036,78.9865943,India
10.3913429,-75.5122918,Colombia
10.4414957,77.9511349,India
10.4799167,107.4264367,Vietnam
10.4856206,123.8018454,Philippines
10.4960266,-75.1297383,Colombia
10.5107992,76.3109108,India
10.5178517,119.2685732,Philippines
10.528481,122.8465148,Philippines
10.5657398,77.2125524,India
10.570094,104.2670726,Cambodia
10.5704256,76.6283079,India
10.5909679,76.6580854,India
10.6124085,79.7197098,India
10.6164974,-75.164912,Colombia
10.6247311,104.5224452,Cambodia
10.6288426,104.2131219,Cambodia
10.6808641,8.2806444,Nigeria
10.6958989,103.8139136,Cambodia
10.70162,107.0127985,Vietnam
10.7539297,103.2533997,Cambodia
10.7689747,77.6385896,India
10.8041847,79.027335,India
10.8050058,76.7960523,India
10.8401267,121.9627818,Philippines
10.9019396,122.7797013,Philippines
10.9042667,75.903357,India
10.9069707,79.4489843,India
10.9306467,-74.7663242,Colombia
10.9377387,125.8256429,Philippines
10.9449705,122.5577632,Philippines
10.9531542,123.1257318,Philippines
10.9616963,103.2141376,Cambodia
10.9868737,76.4520605,India
11.0637107,78.1361003,India
11.0980854,79.6047717,India
11.1026137,103.3633744,Cambodia
11.1061823,103.4038505,Cambodia
11.1074783,77.4453732,India
11.1141694,79.6570319,India
11.1281074,104.6746024,Cambodia
11.146596,77.0195586,India
11.1592642,77.788632,India
11.1667314,77.0610096,India
11.1893982,105.6978217,Cambodia
11.2108811,125.5314133,Philippines
11.2431517,104.8356323,Cambodia
11.2440723,79.3313978,India
11.2899626,122.0361993,Philippines
11.3119052,104.1321891,Cambodia
11.3230936,105.3286314,Cambodia
11.3453825,79.0438215,India
11.3708077,77.3526143,India
11.4178527,122.9565765,Philippines
11.4579374,124.9260789,Philippines
11.4643198,123.0834324,Philippines
11.4727251,125.4618019,Philippines
11.4883203,77.4945062,India
11.5138521,103.2315905,Cambodia
11.5446062,105.5999425,Cambodia
11.5537681,-72.2792058,Colombia
11.5933969,103.3463362,Cambodia
11.6196159,75.6014675,India
11.6297616,9.2887211,Nigeria
11.6513084,106.6083201,Vietnam
11.7127349,76.9566521,India
11.7142041,106.3415515,Cambodia
11.7393065,104.5931553,Cambodia
11.7691728,105.9126131,Cambodia
11.7921932,103.0810727,Cambodia
11.7962078,105.8699013,Cambodia
11.8129258,77.8627575,India
11.8227945,125.1921029,Philippines
11.8308409,125.2582744,Philippines
11.8449985,122.0602756,Philippines
11.8456458,4.416199,Nigeria
11.8860177,76.6410773,India
11.9355341,78.3188483,India
11.9607399,78.2089824,India
11.969265,105.4763841,Cambodia
11.9759371,107.6475994,Vietnam
11.9846728,75.2864688,India
12.0166932,76.6853124,India
12.0562212,105.3659277,Cambodia
12.0618647,102.7380368,Thailand
12.0681432,99.873017,Thailand
12.073154,-68.8121343,Curaçao
12.0860711,8.653908,Nigeria
12.0962606,105.5499323,Cambodia
12.0982383,123.2634056,Philippines
12.1039904,102.3520177,Thailand
12.1621119,78.0408736,India
12.2084532,104.1452018,Cambodia
12.2201247,75.3259845,India
12.2299772,123.6254758,Philippines
12.2426623,77.1487272,India
12.261936,102.5595362,Thailand
12.3547595,103.1944779,Cambodia
12.3955534,75.2993822,India
12.4651905,122.1011911,Philippines
12.491016,106.0788924,Cambodia
12.4913332,75.0537914,India
12.4998033,122.1128172,Philippines
12.5049162,77.7044413,India
12.5122617,-70.0311908,Aruba
12.5169726,79.5909583,India
12.5177796,104.2632151,Cambodia
12.5199535,80.0698259,India
12.5438217,79.9183717,India
12.5525762,76.0958866,India
12.5537696,-16.2743361,Senegal
12.5691485,122.1332291,Philippines
12.5831746,77.8923718,India
12.6061151,103.6980012,Cambodia
12.6065461,103.3537828,Cambodia
12.6470248,103.7000132,Cambodia
12.6618049,99.655029,Thailand
12.6635361,76.4837964,India
12.672179,75.5837971,India
12.6897708,102.05418,Thailand
12.7108601,77.2824372,India
12.7220606,77.8299694,India
12.7273164,101.7527409,Thailand
12.7737178,102.704224,Cambodia
12.7983184,101.1376074,Thailand
12.8227968,79.1340863,India
12.848776,77.8645417,India
12.8534673,101.8437853,Thailand
12.8617511,77.8627628,India
12.9112073,-11.7541319,Senegal
12.9440014,77.2724109,India
12.9525479,103.0513582,Cambodia
12.9546954,77.2214905,India
12.9571083,104.8962907,Cambodia
13.0258096,-13.2381066,Senegal
13.0471421,100.0846868,Thailand
13.0481485,102.417883,Thailand
13.0493978,76.5634781,India
13.0653472,124.1555548,Philippines
13.076475,103.0685364,Cambodia
13.0802675,-59.4923484,Barbados
13.0862527,74.7885731,India
13.1084793,121.4661553,Philippines
13.2203866,103.2987851,Cambodia
13.240437,123.9066893,Philippines
13.267741,121.2602757,Philippines
13.3043433,123.3447059,Philippines
13.3069115,78.6075211,India
13.3150094,122.6664466,Philippines
13.3225665,121.8469584,Philippines
13.3304086,103.8617212,Cambodia
13.3321635,74.7472254,India
13.3322898,76.7662576,India
13.3894685,99.9389199,Thailand
13.3901638,79.5670486,India
13.434679,123.1892549,Philippines
13.4536629,101.1235068,Thailand
13.4739772,121.8602081,Philippines
13.4780899,100.9099951,Thailand
13.4792128,99.8712333,Thailand
13.4873692,99.7512485,Thailand
13.519332,103.5795307,Cambodia
13.5224884,124.209817,Philippines
13.5412346,74.8231923,India
13.5699697,102.8128482,Cambodia
13.584818,104.1375174,Cambodia
13.6255443,75.1534044,India
13.6325337,76.7514037,India
13.6369503,99.5381838,Thailand
13.652005,78.9757843,India
13.6543184,103.7404258,Cambodia
13.6635702,123.3273375,Philippines
13.6740408,76.9180679,India
13.6849234,101.3292078,Thailand
13.731124,102.0643795,Thailand
13.7326302,104.1893866,Cambodia
13.7496766,100.2072128,Thailand
13.7833041,105.5877238,Cambodia
13.7862175,74.6402786,India
13.790489,99.160369,Thailand
13.8079547,100.8830014,Thailand
13.8262454,122.7305098,Philippines
13.8384011,77.7180326,India
13.8387467,99.4194598,Thailand
13.8551346,124.3010813,Philippines
13.8572379,99.8327996,Thailand
13.8639796,107.289705,Cambodia
13.8671149,-13.5017776,Senegal
13.9008257,-90.1773721,Guatemala
13.9179653,99.2375882,Thailand
13.9207606,79.7856332,India
13.9343424,76.6260989,India
13.9609529,-87.7108653,Honduras
13.9724279,123.0850871,Philippines
13.9765956,103.5118586,Cambodia
13.9946442,75.1239564,India
14.0097886,-90.2954445,Guatemala
14.0175255,102.5913221,Thailand
14.0380188,122.8630599,Philippines
14.046922,120.931376,Philippines
14.0920905,74.6668531,India
14.0969273,76.952475,India
14.1071775,77.59925,India
14.122422,121.2909141,Philippines
14.1441884,98.9877454,Thailand
14.1583566,-90.0537758,Guatemala
14.1714213,122.3853694,Philippines
14.1871532,122.7706494,Philippines
14.1948323,100.5611728,Thailand
14.2049423,104.7942856,Cambodia
14.2093317,100.7446624,Thailand
14.236889,75.5979605,India
14.2577796,100.0770973,Thailand
14.2628776,75.18943,India
14.2837867,80.0031157,India
14.2847311,104.4637404,Cambodia
14.2947687,79.9290269,India
14.3353681,76.6731698,India
14.3393178,-89.8539698,Guatemala
14.3414006,76.4123321,India
14.3456322,76.0570779,India
14.3456941,99.1831118,Thailand
14.3702757,100.9791628,Thailand
14.3932947,79.9821016,India
14.4004207,100.1646438,Thailand
14.4011509,99.9563778,Thailand
14.4485182,78.0711731,India
14.4489766,-91.3850686,Guatemala
14.4942321,120.9874572,Philippines
14.4956376,-90.8001557,Guatemala
14.4972837,79.3063762,India
14.5075772,99.9104407,Thailand
14.5142468,78.7860738,India
14.5191878,99.8552621,Thailand
14.5197506,103.9777857,Thailand
14.582134,103.5529257,Thailand
14.6019244,121.2930146,Philippines
14.6058221,103.4929427,Thailand
14.6061537,-61.0923878,Martinique
14.6065433,102.1768785,Thailand
14.6214904,101.893186,Thailand
14.62403,101.6069832,Thailand
14.6297195,102.8190419,Thailand
14.6408872,121.9148004,Philippines
14.6454922,76.6741009,India
14.6681892,100.4093468,Thailand
14.6820361,104.8496422,Thailand
14.6921907,102.2335477,Thailand
14.7347406,101.0396093,Thailand
14.7484953,-90.109595,Guatemala
14.7522243,98.6235872,Thailand
14.7825039,100.9840887,Thailand
14.7841253,120.2775375,Philippines
14.7919037,104.0673631,Thailand
14.8254373,102.1371889,Thailand
14.8357917,100.7608155,Thailand
14.866202,99.911653,Thailand
14.8785764,99.8756348,Thailand
14.8941568,78.3936067,India
14.8942463,77.9527697,India
14.8955132,101.8686003,Thailand
14.9144144,-92.1706581,Mexico
14.9618356,104.2073424,Thailand
14.9650126,102.1597976,Thailand
14.9732118,103.3422358,Thailand
14.9910433,-91.4954593,Guatemala
14.9920161,101.2644196,Thailand
14.9940087,100.5775766,Thailand
15.0036356,101.4504833,Thailand
15.0324575,76.0075432,India
15.0369978,104.2421907,Thailand
15.0382458,102.1243317,Thailand
15.0701657,99.6656352,Thailand
15.0811433,100.3577579,Thailand
15.1029623,100.3891772,Thailand
15.1049917,100.7398632,Thailand
15.1557707,100.5465086,Thailand
15.1704977,74.219808,India
15.1880875,102.9294721,Thailand
15.19189,102.0404081,Thailand
15.2118014,-16.8220574,Senegal
15.3386778,100.7115487,Thailand
15.3431001,74.1842935,India
15.3443334,80.0260133,India
15.3555657,100.1488989,Thailand
15.36528,100.0279241,Thailand
15.3861684,73.9420279,India
15.3900173,99.8405744,Thailand
15.409029,75.946642,India
15.4103986,105.2460973,Thailand
15.4118895,78.5238066,India
15.4123369,100.15691,Thailand
15.4241015,77.4646896,India
15.4585666,74.9884903,India
15.471143,-13.3603802,Senegal
15.4830183,99.8013326,Thailand
15.497224,74.851495,India
15.5148121,79.6486312,India
15.5235784,99.4944225,Thailand
15.5313382,100.6542905,Thailand
15.5391514,104.9498749,Thailand
15.5474618,105.2564294,Thailand
15.5491956,75.2468875,India
15.5529812,121.0365292,Philippines
15.5888962,99.446516,Thailand
15.6086091,102.8210907,Thailand
15.6152965,76.0024736,India
15.6214689,120.3676124,Philippines
15.6251021,101.5838533,Thailand
15.6293249,77.8349618,India
15.6370323,79.9466032,India
15.6462557,100.8098324,Thailand
15.657954,79.3940184,India
15.6601993,103.7921065,Thailand
15.7099066,120.3656611,Philippines
15.7329544,102.7828363,Thailand
15.7605239,76.1920712,India
15.7770564,120.6758439,Philippines
15.7886118,-96.0566942,Mexico
15.7909424,76.7114568,India
15.8383946,102.8558023,Thailand
15.8383986,121.5082633,Philippines
15.8701614,100.1184087,Thailand
15.896923,104.4568401,Thailand
15.9031768,-93.5154013,Mexico
15.9043655,101.0693749,Thailand
15.9515707,104.6570492,Thailand
15.9565687,76.3236133,India
15.956961,80.9223254,India
15.9589129,74.7623665,India
15.9726942,102.5613224,Thailand
15.977981,-97.0832004,Mexico
15.9808989,74.4844184,India
15.9962638,100.6793357,Thailand
15.9993045,99.8043798,Thailand
16.0208662,98.7373761,Thailand
16.0239022,120.2384668,Philippines
16.0325868,80.128296,India
16.0475167,76.0669531,India
16.0578482,-97.3718701,Mexico
16.0782178,100.4639076,Thailand
16.087826,100.0029889,Thailand
16.0925472,102.7488615,Thailand
16.1484314,99.2996369,Thailand
16.1549649,104.5483944,Thailand
16.1553951,102.5541579,Thailand
16.1616892,76.5181418,India
16.1630484,102.7084288,Thailand
16.2093329,-94.9825399,Mexico
16.221139,99.2930762,Thailand
16.2254914,74.3491667,India
16.2269772,99.47867,Thailand
16.250202,104.7093066,Thailand
16.2584265,101.9632112,Thailand
16.2857685,101.9239275,Thailand
16.295273,102.2162645,Thailand
16.2967078,78.3946245,India
16.2997669,-95.0876792,Mexico
16.300375,76.8450677,India
16.3089179,99.7098006,Thailand
16.3142455,-93.2119611,Mexico
16.3266601,75.2915967,India
16.350702,-95.3349148,Mexico
16.3672664,80.2503155,India
16.3748759,104.0040081,Thailand
16.3932486,103.4671739,Thailand
16.3960713,103.6456749,Thailand
16.4145642,-95.6627665,Mexico
16.4167254,80.0324526,India
16.4336965,-93.7956463,Mexico
16.4736801,-92.8117946,Mexico
16.4951764,104.245286,Thailand
16.5257356,102.5892793,Thailand
16.5525104,100.9758104,Thailand
16.5544611,102.7683087,Thailand
16.5549711,-94.5878018,Mexico
16.5707119,101.9253323,Thailand
16.5791571,103.1626454,Thailand
16.5941081,99.5064275,Thailand
16.6318936,99.1315296,Thailand
16.6369037,76.9204591,India
16.6508798,101.8025216,Thailand
16.6598024,100.2789508,Thailand
16.664517,-98.8122073,Mexico
16.6770701,81.125229,India
16.6826456,-93.2231516,Mexico
16.6864709,-92.928004,Mexico
16.7052568,-92.8909265,Mexico
16.7098371,98.5076366,Thailand
16.7173192,79.3652174,India
16.7212691,104.2475305,Thailand
16.7240771,103.8490879,Thailand
16.7338297,121.092014,Philippines
16.7944445,101.3174252,Thailand
16.8030475,-99.8240296,Mexico
16.803455,-91.047589,Mexico
16.8096385,-97.0528103,Mexico
16.8154341,-96.6613305,Mexico
16.8246455,80.7114904,India
16.8315032,99.8936954,Thailand
16.8341241,100.46691,Thailand
16.8362691,103.5075179,Thailand
16.8419088,99.8231193,Thailand
16.8504243,74.6626993,India
16.8820233,75.7311001,India
16.8874978,103.4324362,Thailand
16.9018313,-91.2162553,Mexico
16.9136721,101.5877264,Thailand
16.9178121,121.1690685,Philippines
16.9223758,79.7327547,India
16.942248,103.9090289,Thailand
16.9474184,102.3722891,Thailand
16.9748672,120.4517559,Philippines
16.9772853,100.7778131,Thailand
16.9939523,-89.6919861,Guatemala
16.9981659,103.9016269,Thailand
17.0001731,-96.7478685,Mexico
17.0545178,79.8047425,India
17.0704137,79.8646626,India
17.0778432,103.0177442,Thailand
17.0849461,99.8344516,Thailand
17.0983664,121.739265,Philippines
17.1042866,100.1658139,Thailand
17.1068713,98.823271,Thailand
17.1070488,98.8237789,Thailand
17.1120302,120.4478258,Philippines
17.1120665,104.1810887,Thailand
17.1339117,-93.3125937,Mexico
17.1459575,78.8828404,India
17.1572033,103.2555747,Thailand
17.1659877,82.1192944,India
17.1723009,82.2216797,India
17.1748183,80.5804245,India
17.180101,101.3432109,Thailand
17.1812448,103.0667517,Thailand
17.1966598,104.5207125,Thailand
17.2044458,82.153481,India
17.2169026,78.5987221,India
17.2283842,102.2202031,Thailand
17.2396647,-99.5146262,Mexico
17.2481509,82.2171253,India
17.2572358,74.1737849,India
17.2977424,74.3976432,India
17.3374176,102.3907291,Thailand
17.3405435,102.6655085,Thailand
17.3425498,-96.254801,Mexico
17.3523422,101.3137534,Thailand
17.3724477,-95.8998285,Mexico
17.3877195,99.310963,Thailand
17.3889474,98.4556611,Thailand
17.4382518,78.3900214,India
17.4803822,101.7563016,Thailand
17.4980443,121.131523,Philippines
17.5113229,-92.989558,Mexico
17.5190826,78.4486242,India
17.5307739,73.6651324,India
17.5475384,73.4624981,India
17.5507677,103.0059175,Thailand
17.5541674,79.9995931,India
17.5602209,80.6105476,India
17.5644096,77.7236473,India
17.5794033,73.4066038,India
17.5817797,-98.989792,Mexico
17.5975319,103.8750331,Thailand
17.601802,77.7205262,India
17.6167163,100.0481594,Thailand
17.6335651,100.0867435,Thailand
17.6372986,101.3127295,Thailand
17.6463378,80.8598015,India
17.6473235,-101.5550149,Mexico
17.6486588,80.2894361,India
17.651828,79.4267665,India
17.6574107,99.1342388,Thailand
17.6737916,74.0123179,India
17.6744674,102.964537,Thailand
17.681711,80.6935426,India
17.6903007,79.3670586,India
17.6920077,99.9596911,Thailand
17.709925,102.851567,Thailand
17.722343,103.2878472,Thailand
17.724456,79.1632484,India
17.7256267,100.2738004,Thailand
17.7289856,98.9682597,Thailand
17.7290039,78.9460166,India
17.7448897,100.5582578,Thailand
17.7561764,76.0817975,India
17.7589965,99.0161921,Thailand
17.7655918,-94.0245051,Mexico
17.7762653,75.0507178,India
17.777003,81.275868,India
17.7832368,73.1165174,India
17.7846945,83.1418453,India
17.7881583,100.6530854,Thailand
17.7991437,75.7901367,India
17.8130559,-97.6902402,Mexico
17.8363536,76.257345,India
17.8626455,100.6093222,Thailand
17.8691764,76.9485343,India
17.8768023,101.9826014,Thailand
17.9071437,103.1127136,Thailand
17.9099419,78.941819,India
17.9261238,99.5768969,Thailand
17.950768,-91.7445731,Mexico
17.9547927,103.8725505,Thailand
17.966622,77.9376169,India
17.9670353,79.4762228,India
17.9739516,-66.6827795,Puerto Rico
17.9804097,81.4361341,India
17.981378,103.6044266,Thailand
18.0054255,102.2870172,Thailand
18.0122124,103.0835125,Thailand
18.021025,-90.951739,Mexico
18.0397168,103.974744,Thailand
18.051957,103.7902316,Thailand
18.091047,76.5154335,India
18.0959096,-93.8553132,Mexico
18.1121123,-97.3401602,Mexico
18.1235242,-93.613934,Mexico
18.1285835,99.4667995,Thailand
18.1355721,77.7515893,India
18.1619736,75.9138966,India
18.1636046,98.6293883,Thailand
18.1859091,-91.0379455,Mexico
18.1937043,-89.7477007,Mexico
18.2067705,-98.8058075,Mexico
18.2075576,121.8357423,Philippines
18.2095071,-97.1592653,Mexico
18.2222777,98.4818368,Thailand
18.2245013,-91.0586572,Mexico
18.2492584,121.8170607,Philippines
18.2825313,82.7751465,India
18.3265658,78.3268172,India
18.3378774,78.4603308,India
18.3404441,103.6171452,Thailand
18.3619049,-98.3249965,Mexico
18.3724684,103.6452564,Thailand
18.3741369,100.3975135,Thailand
18.3878665,97.9140463,Thailand
18.4103528,78.808735,India
18.4252906,-93.2789093,Mexico
18.4268844,99.2663781,Thailand
18.4454208,-90.7907461,Mexico
18.4483436,75.1891809,India
18.4537903,-103.5560225,Mexico
18.4542904,75.2190435,India
18.4620737,-77.9458755,Jamaica
18.4775205,-102.0521783,Mexico
18.4783692,-97.7593337,Mexico
18.5106635,120.9959252,Philippines
18.5138669,-96.5258628,Mexico
18.5173666,-88.4291442,Mexico
18.5174289,83.7933388,India
18.5183712,76.70223,India
18.5332433,75.0424555,India
18.5441853,-88.2740588,Mexico
18.5503099,-87.741871,Mexico
